instant,date,season,yr,mnth,hr,holiday,weekday,workingday,weather,weather_desc,temp,rain_1h,snow_1h,clouds_all,traffic_volume
1819,2015-09-10,4,0,9,1,0,4,1,Fog,fog,15.0,0.0,0.0,90,340
1820,2015-09-10,4,0,9,2,0,4,1,Mist,mist,14.85,0.0,0.0,75,297
1821,2015-09-10,4,0,9,3,0,4,1,Mist,mist,14.59,0.0,0.0,75,333
1822,2015-09-10,4,0,9,4,0,4,1,Rain,light rain,15.05,0.52,0.0,75,904
1823,2015-09-10,4,0,9,5,0,4,1,Rain,light rain,15.42,0.64,0.0,90,2928
1824,2015-09-10,4,0,9,6,0,4,1,Rain,light rain,15.35,0.4,0.0,90,5481
1825,2015-09-10,4,0,9,7,0,4,1,Mist,mist,14.87,0.0,0.0,75,6518
1826,2015-09-10,4,0,9,8,0,4,1,Mist,mist,14.81,0.0,0.0,90,6222
1827,2015-09-10,4,0,9,9,0,4,1,Rain,light rain,15.43,0.38,0.0,20,5642
1828,2015-09-10,4,0,9,10,0,4,1,Clear,sky is clear,16.65,0.0,0.0,1,4743
1829,2015-09-10,4,0,9,11,0,4,1,Clear,sky is clear,18.25,0.0,0.0,1,4982
1830,2015-09-10,4,0,9,12,0,4,1,Clear,sky is clear,19.38,0.0,0.0,1,5119
1831,2015-09-10,4,0,9,13,0,4,1,Clear,sky is clear,20.23,0.0,0.0,1,5092
1832,2015-09-10,4,0,9,14,0,4,1,Clear,sky is clear,20.34,0.0,0.0,1,5334
1833,2015-09-10,4,0,9,15,0,4,1,Clouds,scattered clouds,20.4,0.0,0.0,40,5945
1834,2015-09-10,4,0,9,16,0,4,1,Clouds,scattered clouds,19.78,0.0,0.0,40,6606
1835,2015-09-10,4,0,9,17,0,4,1,Clouds,broken clouds,19.58,0.0,0.0,75,6184
1836,2015-09-10,4,0,9,18,0,4,1,Clear,sky is clear,17.91,0.0,0.0,1,4725
1837,2015-09-10,4,0,9,19,0,4,1,Clouds,scattered clouds,16.82,0.0,0.0,40,3687
1838,2015-09-10,4,0,9,20,0,4,1,Clouds,scattered clouds,14.37,0.0,0.0,40,3323
1839,2015-09-10,4,0,9,21,0,4,1,Clouds,broken clouds,14.08,0.0,0.0,75,2684
1840,2015-09-10,4,0,9,22,0,4,1,Clear,sky is clear,12.74,0.0,0.0,1,2578
1841,2015-09-10,4,0,9,23,0,4,1,Clouds,broken clouds,12.08,0.0,0.0,75,1300
1842,2015-09-11,4,0,9,0,0,5,1,Clouds,broken clouds,11.74,0.0,0.0,75,707
1843,2015-09-11,4,0,9,1,0,5,1,Clear,sky is clear,10.51,0.0,0.0,1,375
1844,2015-09-11,4,0,9,2,0,5,1,Clear,sky is clear,10.23,0.0,0.0,1,310
1845,2015-09-11,4,0,9,3,0,5,1,Rain,light rain,9.27,0.6,0.0,1,383
1846,2015-09-11,4,0,9,4,0,5,1,Clear,sky is clear,8.47,0.0,0.0,1,854
1847,2015-09-11,4,0,9,5,0,5,1,Clear,sky is clear,8.35,0.0,0.0,1,2836
1848,2015-09-11,4,0,9,6,0,5,1,Clear,sky is clear,8.23,0.0,0.0,1,5526
1849,2015-09-11,4,0,9,7,0,5,1,Mist,mist,7.88,0.0,0.0,1,6125
1850,2015-09-11,4,0,9,8,0,5,1,Clear,sky is clear,9.65,0.0,0.0,1,5343
1851,2015-09-11,4,0,9,9,0,5,1,Clear,sky is clear,10.83,0.0,0.0,1,5031
1852,2015-09-11,4,0,9,10,0,5,1,Clear,sky is clear,13.76,0.0,0.0,1,4705
1853,2015-09-11,4,0,9,11,0,5,1,Clear,sky is clear,14.55,0.0,0.0,1,5061
1854,2015-09-11,4,0,9,12,0,5,1,Clouds,scattered clouds,15.85,0.0,0.0,40,5427
1855,2015-09-11,4,0,9,13,0,5,1,Clouds,broken clouds,16.08,0.0,0.0,75,5188
1856,2015-09-11,4,0,9,14,0,5,1,Clouds,broken clouds,16.35,0.0,0.0,75,5556
1857,2015-09-11,4,0,9,15,0,5,1,Clouds,scattered clouds,16.56,0.0,0.0,40,5949
1858,2015-09-11,4,0,9,16,0,5,1,Clouds,scattered clouds,16.91,0.0,0.0,40,6262
1859,2015-09-11,4,0,9,17,0,5,1,Clouds,overcast clouds,17.09,0.0,0.0,90,5717
1860,2015-09-11,4,0,9,18,0,5,1,Clouds,overcast clouds,16.48,0.0,0.0,90,4497
1861,2015-09-11,4,0,9,19,0,5,1,Clouds,scattered clouds,14.67,0.0,0.0,40,3471
1862,2015-09-11,4,0,9,20,0,5,1,Clouds,scattered clouds,13.97,0.0,0.0,40,2017
1863,2015-09-11,4,0,9,21,0,5,1,Clear,sky is clear,10.9,0.0,0.0,1,1932
1864,2015-09-11,4,0,9,22,0,5,1,Clear,sky is clear,9.52,0.0,0.0,1,2209
1865,2015-09-11,4,0,9,23,0,5,1,Clear,sky is clear,9.12,0.0,0.0,1,2347
1866,2015-09-12,4,0,9,0,0,6,0,Clear,sky is clear,8.81,0.0,0.0,1,801
1867,2015-09-12,4,0,9,1,0,6,0,Mist,mist,7.99,0.0,0.0,1,580
1868,2015-09-12,4,0,9,2,0,6,0,Mist,mist,7.68,0.0,0.0,1,369
1869,2015-09-12,4,0,9,3,0,6,0,Fog,fog,7.46,0.0,0.0,1,196
1870,2015-09-12,4,0,9,4,0,6,0,Mist,mist,7.23,0.0,0.0,40,211
1871,2015-09-12,4,0,9,5,0,6,0,Mist,mist,7.15,0.0,0.0,90,368
1872,2015-09-12,4,0,9,6,0,6,0,Rain,light rain,6.97,0.25,0.0,90,655
1873,2015-09-12,4,0,9,7,0,6,0,Mist,mist,7.05,0.0,0.0,1,1200
1874,2015-09-12,4,0,9,8,0,6,0,Mist,mist,7.66,0.0,0.0,1,1795
1875,2015-09-12,4,0,9,9,0,6,0,Haze,haze,12.04,0.0,0.0,1,2119
1876,2015-09-12,4,0,9,10,0,6,0,Haze,haze,15.06,0.0,0.0,1,2410
1877,2015-09-12,4,0,9,11,0,6,0,Haze,haze,15.87,0.0,0.0,1,2814
1878,2015-09-12,4,0,9,12,0,6,0,Clear,sky is clear,18.41,0.0,0.0,1,2785
1879,2015-09-12,4,0,9,13,0,6,0,Clear,sky is clear,18.87,0.0,0.0,1,2736
1880,2015-09-12,4,0,9,14,0,6,0,Clear,sky is clear,19.06,0.0,0.0,1,2696
1881,2015-09-12,4,0,9,15,0,6,0,Clouds,scattered clouds,19.59,0.0,0.0,40,2749
1882,2015-09-12,4,0,9,16,0,6,0,Clear,sky is clear,19.56,0.0,0.0,1,2639
1883,2015-09-12,4,0,9,17,0,6,0,Clouds,scattered clouds,19.41,0.0,0.0,40,2437
1884,2015-09-12,4,0,9,18,0,6,0,Clear,sky is clear,18.9,0.0,0.0,1,2479
1885,2015-09-12,4,0,9,19,0,6,0,Clear,sky is clear,16.59,0.0,0.0,1,2213
1886,2015-09-12,4,0,9,20,0,6,0,Clear,sky is clear,14.86,0.0,0.0,1,2407
1887,2015-09-12,4,0,9,21,0,6,0,Clear,sky is clear,11.65,0.0,0.0,1,2711
1888,2015-09-12,4,0,9,22,0,6,0,Clear,sky is clear,11.11,0.0,0.0,1,3248
1889,2015-09-12,4,0,9,23,0,6,0,Clear,sky is clear,10.73,0.0,0.0,1,2956
1890,2015-09-13,4,0,9,0,0,0,0,Clear,sky is clear,10.51,0.0,0.0,1,1369
1891,2015-09-13,4,0,9,1,0,0,0,Clear,sky is clear,10.14,0.0,0.0,1,909
1892,2015-09-13,4,0,9,2,0,0,0,Clear,sky is clear,10.05,0.0,0.0,1,615
1893,2015-09-13,4,0,9,3,0,0,0,Rain,light rain,10.16,0.3,0.0,1,342
1894,2015-09-13,4,0,9,4,0,0,0,Clear,sky is clear,10.17,0.0,0.0,1,257
1895,2015-09-13,4,0,9,5,0,0,0,Clear,sky is clear,9.89,0.0,0.0,1,390
1896,2015-09-13,4,0,9,6,0,0,0,Clouds,broken clouds,9.47,0.0,0.0,75,788
1897,2015-09-13,4,0,9,7,0,0,0,Clouds,scattered clouds,9.61,0.0,0.0,40,1171
1898,2015-09-13,4,0,9,8,0,0,0,Clear,sky is clear,10.31,0.0,0.0,1,1720
1899,2015-09-13,4,0,9,9,0,0,0,Clear,sky is clear,14.39,0.0,0.0,1,2382
1900,2015-09-13,4,0,9,10,0,0,0,Clear,sky is clear,16.92,0.0,0.0,1,3069
1901,2015-09-13,4,0,9,11,0,0,0,Clear,sky is clear,19.03,0.0,0.0,1,3449
1902,2015-09-13,4,0,9,12,0,0,0,Clear,sky is clear,19.74,0.0,0.0,1,3765
1903,2015-09-13,4,0,9,13,0,0,0,Clear,sky is clear,21.96,0.0,0.0,1,3715
1904,2015-09-13,4,0,9,14,0,0,0,Haze,haze,22.77,0.0,0.0,1,3700
1905,2015-09-13,4,0,9,15,0,0,0,Clear,sky is clear,23.13,0.0,0.0,1,3949
1906,2015-09-13,4,0,9,16,0,0,0,Clear,sky is clear,23.42,0.0,0.0,1,3919
1907,2015-09-13,4,0,9,17,0,0,0,Clear,sky is clear,23.39,0.0,0.0,1,3824
1908,2015-09-13,4,0,9,18,0,0,0,Clear,sky is clear,22.74,0.0,0.0,1,3719
1909,2015-09-13,4,0,9,19,0,0,0,Clear,sky is clear,20.7,0.0,0.0,1,3367
1910,2015-09-13,4,0,9,20,0,0,0,Clear,sky is clear,18.92,0.0,0.0,1,3155
1911,2015-09-13,4,0,9,21,0,0,0,Clear,sky is clear,18.4,0.0,0.0,1,2196
1912,2015-09-13,4,0,9,22,0,0,0,Clear,sky is clear,17.5,0.0,0.0,1,2417
1913,2015-09-13,4,0,9,23,0,0,0,Clear,sky is clear,17.28,0.0,0.0,1,2029
1914,2015-09-14,4,0,9,0,0,1,1,Clear,sky is clear,17.09,0.0,0.0,1,534
1915,2015-09-14,4,0,9,2,0,1,1,Clear,sky is clear,16.18,0.0,0.0,1,246
1916,2015-09-14,4,0,9,3,0,1,1,Clear,sky is clear,15.51,0.0,0.0,1,318
1917,2015-09-14,4,0,9,4,0,1,1,Clear,sky is clear,15.0,0.0,0.0,1,825
1918,2015-09-14,4,0,9,5,0,1,1,Clear,sky is clear,14.96,0.0,0.0,1,2910
1919,2015-09-14,4,0,9,6,0,1,1,Clear,sky is clear,14.52,0.0,0.0,1,5620
1920,2015-09-14,4,0,9,7,0,1,1,Clear,sky is clear,14.5,0.0,0.0,1,6197
1921,2015-09-14,4,0,9,8,0,1,1,Clear,sky is clear,15.01,0.0,0.0,1,5961
1922,2015-09-14,4,0,9,9,0,1,1,Clear,sky is clear,17.99,0.0,0.0,5,4982
1923,2015-09-14,4,0,9,10,0,1,1,Clear,sky is clear,20.18,0.0,0.0,1,4291
1924,2015-09-14,4,0,9,11,0,1,1,Clear,sky is clear,21.15,0.0,0.0,1,4441
1925,2015-09-14,4,0,9,12,0,1,1,Clear,sky is clear,23.66,0.0,0.0,1,4782
1926,2015-09-14,4,0,9,13,0,1,1,Clear,sky is clear,25.3,0.0,0.0,1,4802
1927,2015-09-14,4,0,9,14,0,1,1,Clear,sky is clear,26.37,0.0,0.0,1,5294
1928,2015-09-14,4,0,9,15,0,1,1,Clear,sky is clear,26.4,0.0,0.0,1,5863
1929,2015-09-14,4,0,9,16,0,1,1,Clear,sky is clear,27.58,0.0,0.0,1,6579
1930,2015-09-14,4,0,9,17,0,1,1,Clear,sky is clear,27.67,0.0,0.0,1,6019
1931,2015-09-14,4,0,9,18,0,1,1,Clear,sky is clear,27.11,0.0,0.0,1,4331
1932,2015-09-14,4,0,9,19,0,1,1,Clear,sky is clear,25.4,0.0,0.0,1,3380
1933,2015-09-14,4,0,9,20,0,1,1,Clear,sky is clear,23.39,0.0,0.0,1,2965
1934,2015-09-14,4,0,9,21,0,1,1,Clear,sky is clear,22.62,0.0,0.0,1,2251
1935,2015-09-14,4,0,9,22,0,1,1,Clear,sky is clear,22.13,0.0,0.0,1,1440
1936,2015-09-14,4,0,9,23,0,1,1,Clear,sky is clear,21.95,0.0,0.0,1,932
1937,2015-09-15,4,0,9,0,0,2,1,Rain,light rain,22.02,0.79,0.0,1,626
1938,2015-09-15,4,0,9,1,0,2,1,Rain,light rain,21.99,0.0,0.0,1,327
1939,2015-09-15,4,0,9,2,0,2,1,Clear,sky is clear,21.81,0.0,0.0,1,257
1940,2015-09-15,4,0,9,3,0,2,1,Clear,sky is clear,21.11,0.0,0.0,1,338
1941,2015-09-15,4,0,9,4,0,2,1,Clear,sky is clear,20.71,0.0,0.0,1,842
1942,2015-09-15,4,0,9,5,0,2,1,Clear,sky is clear,20.4,0.0,0.0,1,3044
1943,2015-09-15,4,0,9,6,0,2,1,Clear,sky is clear,19.62,0.0,0.0,1,5860
1944,2015-09-15,4,0,9,7,0,2,1,Clear,sky is clear,18.98,0.0,0.0,1,6034
1945,2015-09-15,4,0,9,8,0,2,1,Clear,sky is clear,19.97,0.0,0.0,1,5947
1946,2015-09-15,4,0,9,9,0,2,1,Clear,sky is clear,20.49,0.0,0.0,5,5395
1947,2015-09-15,4,0,9,10,0,2,1,Clear,sky is clear,23.03,0.0,0.0,1,4459
1948,2015-09-15,4,0,9,11,0,2,1,Clear,sky is clear,24.54,0.0,0.0,1,4693
1949,2015-09-15,4,0,9,12,0,2,1,Clear,sky is clear,25.17,0.0,0.0,1,4908
1950,2015-09-15,4,0,9,13,0,2,1,Clear,sky is clear,26.82,0.0,0.0,1,5161
1951,2015-09-15,4,0,9,14,0,2,1,Clear,sky is clear,28.05,0.0,0.0,1,5351
1952,2015-09-15,4,0,9,15,0,2,1,Clear,sky is clear,28.87,0.0,0.0,1,5708
1953,2015-09-15,4,0,9,16,0,2,1,Clear,sky is clear,29.32,0.0,0.0,1,6749
1954,2015-09-15,4,0,9,17,0,2,1,Clouds,scattered clouds,29.11,0.0,0.0,40,6263
1955,2015-09-15,4,0,9,18,0,2,1,Clear,sky is clear,28.15,0.0,0.0,1,4733
1956,2015-09-15,4,0,9,19,0,2,1,Clear,sky is clear,26.77,0.0,0.0,1,3634
1957,2015-09-15,4,0,9,20,0,2,1,Clear,sky is clear,25.77,0.0,0.0,1,2980
1958,2015-09-15,4,0,9,21,0,2,1,Clear,sky is clear,25.38,0.0,0.0,5,2894
1959,2015-09-15,4,0,9,22,0,2,1,Clear,sky is clear,24.37,0.0,0.0,1,1848
1960,2015-09-15,4,0,9,23,0,2,1,Clear,sky is clear,23.55,0.0,0.0,1,2991
1961,2015-09-16,4,0,9,0,0,3,1,Clear,sky is clear,23.36,0.0,0.0,1,668
1962,2015-09-16,4,0,9,1,0,3,1,Rain,light rain,22.57,0.0,0.0,1,414
1963,2015-09-16,4,0,9,2,0,3,1,Rain,light rain,22.42,0.25,0.0,1,278
1964,2015-09-16,4,0,9,3,0,3,1,Rain,heavy intensity rain,20.64,2.62,0.0,40,367
1965,2015-09-16,4,0,9,4,0,3,1,Rain,moderate rain,19.53,0.25,0.0,75,861
1966,2015-09-16,4,0,9,5,0,3,1,Rain,light rain,19.47,0.0,0.0,40,3025
1967,2015-09-16,4,0,9,6,0,3,1,Clear,sky is clear,18.92,0.0,0.0,1,5905
1968,2015-09-16,4,0,9,11,0,3,1,Clear,sky is clear,24.19,0.0,0.0,1,4759
1969,2015-09-16,4,0,9,12,0,3,1,Clear,sky is clear,25.77,0.0,0.0,1,5000
1970,2015-09-16,4,0,9,13,0,3,1,Clear,sky is clear,26.9,0.0,0.0,1,5016
1971,2015-09-16,4,0,9,14,0,3,1,Clear,sky is clear,27.21,0.0,0.0,1,5465
1972,2015-09-16,4,0,9,15,0,3,1,Clear,sky is clear,26.56,0.0,0.0,1,5829
1973,2015-09-16,4,0,9,16,0,3,1,Clear,sky is clear,27.14,0.0,0.0,1,6777
1974,2015-09-16,4,0,9,17,0,3,1,Thunderstorm,proximity thunderstorm,27.26,0.0,0.0,1,6317
1975,2015-09-16,4,0,9,18,0,3,1,Rain,light rain,26.83,0.0,0.0,40,4871
1976,2015-09-16,4,0,9,19,0,3,1,Rain,proximity shower rain,25.93,0.0,0.0,40,3581
1977,2015-09-16,4,0,9,20,0,3,1,Rain,proximity shower rain,25.36,0.28,0.0,40,3275
1978,2015-09-16,4,0,9,21,0,3,1,Thunderstorm,thunderstorm with light rain,24.86,0.0,0.0,1,2507
1979,2015-09-16,4,0,9,22,0,3,1,Rain,light rain,24.71,0.43,0.0,75,1570
1980,2015-09-16,4,0,9,23,0,3,1,Rain,moderate rain,24.47,0.25,0.0,90,955
1981,2015-09-17,4,0,9,0,0,4,1,Rain,moderate rain,24.12,3.3,0.0,75,530
1982,2015-09-17,4,0,9,1,0,4,1,Rain,heavy intensity rain,23.86,0.76,0.0,40,368
1983,2015-09-17,4,0,9,2,0,4,1,Thunderstorm,proximity thunderstorm,23.74,0.0,0.0,40,255
1984,2015-09-17,4,0,9,3,0,4,1,Rain,light rain,23.51,0.3,0.0,40,363
1985,2015-09-17,4,0,9,4,0,4,1,Thunderstorm,proximity thunderstorm,23.29,0.0,0.0,1,876
1986,2015-09-17,4,0,9,5,0,4,1,Rain,moderate rain,22.89,2.1,0.0,90,2903
1987,2015-09-17,4,0,9,6,0,4,1,Rain,heavy intensity rain,22.29,3.86,0.0,90,5023
1988,2015-09-17,4,0,9,7,0,4,1,Rain,heavy intensity rain,22.22,5.69,0.0,90,5705
1989,2015-09-17,4,0,9,8,0,4,1,Rain,heavy intensity rain,22.18,2.03,0.0,90,5515
1990,2015-09-17,4,0,9,9,0,4,1,Rain,moderate rain,22.08,2.06,0.0,90,5359
1991,2015-09-17,4,0,9,10,0,4,1,Rain,heavy intensity rain,21.79,10.67,0.0,90,4582
1992,2015-09-17,4,0,9,11,0,4,1,Rain,moderate rain,21.71,2.22,0.0,90,4647
1993,2015-09-17,4,0,9,12,0,4,1,Rain,proximity shower rain,22.78,0.51,0.0,90,4959
1994,2015-09-17,4,0,9,13,0,4,1,Thunderstorm,proximity thunderstorm,22.46,0.0,0.0,90,4644
1995,2015-09-17,4,0,9,14,0,4,1,Rain,moderate rain,22.71,1.52,0.0,90,5182
1996,2015-09-17,4,0,9,15,0,4,1,Rain,proximity shower rain,23.34,1.39,0.0,75,5724
1997,2015-09-17,4,0,9,16,0,4,1,Rain,moderate rain,22.65,0.76,0.0,90,6550
1998,2015-09-17,4,0,9,17,0,4,1,Rain,moderate rain,22.2,0.25,0.0,75,6223
1999,2015-09-17,4,0,9,18,0,4,1,Rain,moderate rain,22.17,0.25,0.0,1,4557
2000,2015-09-17,4,0,9,19,0,4,1,Clear,sky is clear,21.02,0.0,0.0,1,3351
2001,2015-09-17,4,0,9,20,0,4,1,Clear,sky is clear,19.9,0.0,0.0,1,3118
2002,2015-09-17,4,0,9,21,0,4,1,Mist,mist,19.41,0.0,0.0,1,2800
2003,2015-09-17,4,0,9,22,0,4,1,Clear,sky is clear,16.99,0.0,0.0,1,2590
2004,2015-09-17,4,0,9,23,0,4,1,Clear,sky is clear,16.04,0.0,0.0,1,1285
2005,2015-09-18,4,0,9,0,0,5,1,Clear,sky is clear,15.6,0.0,0.0,1,702
2006,2015-09-18,4,0,9,1,0,5,1,Clear,sky is clear,15.11,0.0,0.0,1,367
2007,2015-09-18,4,0,9,2,0,5,1,Clear,sky is clear,14.32,0.0,0.0,1,347
2008,2015-09-18,4,0,9,3,0,5,1,Clear,sky is clear,13.56,0.0,0.0,1,372
2009,2015-09-18,4,0,9,4,0,5,1,Clear,sky is clear,12.71,0.0,0.0,1,826
2010,2015-09-18,4,0,9,5,0,5,1,Clear,sky is clear,11.95,0.0,0.0,1,2807
2011,2015-09-18,4,0,9,6,0,5,1,Clear,sky is clear,11.81,0.0,0.0,1,5747
2012,2015-09-18,4,0,9,7,0,5,1,Mist,mist,11.48,0.0,0.0,1,5820
2013,2015-09-18,4,0,9,8,0,5,1,Clear,sky is clear,11.85,0.0,0.0,5,6069
2014,2015-09-18,4,0,9,9,0,5,1,Clear,sky is clear,12.89,0.0,0.0,1,4986
2015,2015-09-18,4,0,9,10,0,5,1,Clear,sky is clear,13.26,0.0,0.0,1,4601
2016,2015-09-18,4,0,9,11,0,5,1,Drizzle,light intensity drizzle,13.96,0.0,0.0,40,4827
2017,2015-09-18,4,0,9,12,0,5,1,Clouds,scattered clouds,14.57,0.0,0.0,40,5064
2018,2015-09-18,4,0,9,13,0,5,1,Rain,moderate rain,15.21,0.38,0.0,75,5007
2019,2015-09-18,4,0,9,14,0,5,1,Rain,light rain,15.49,0.25,0.0,75,5053
2020,2015-09-18,4,0,9,15,0,5,1,Rain,light rain,15.48,0.25,0.0,40,5518
2021,2015-09-18,4,0,9,16,0,5,1,Rain,light rain,15.77,0.25,0.0,90,6180
2022,2015-09-18,4,0,9,17,0,5,1,Rain,light rain,15.02,0.76,0.0,90,5606
2023,2015-09-18,4,0,9,18,0,5,1,Rain,moderate rain,14.73,0.76,0.0,90,4809
2024,2015-09-18,4,0,9,19,0,5,1,Rain,light rain,14.17,0.51,0.0,90,3695
2025,2015-09-18,4,0,9,20,0,5,1,Rain,moderate rain,13.96,0.51,0.0,90,3395
2026,2015-09-18,4,0,9,21,0,5,1,Rain,moderate rain,13.77,0.89,0.0,90,2901
2027,2015-09-18,4,0,9,22,0,5,1,Rain,moderate rain,13.05,0.89,0.0,90,2490
2028,2015-09-18,4,0,9,23,0,5,1,Rain,heavy intensity rain,12.68,1.27,0.0,90,1632
2029,2015-09-19,4,0,9,0,0,6,0,Rain,moderate rain,11.93,0.25,0.0,75,1035
2030,2015-09-19,4,0,9,1,0,6,0,Clear,sky is clear,11.45,0.0,0.0,1,656
2031,2015-09-19,4,0,9,2,0,6,0,Clear,sky is clear,11.17,0.0,0.0,1,556
2032,2015-09-19,4,0,9,3,0,6,0,Clear,sky is clear,10.12,0.0,0.0,1,383
2033,2015-09-19,4,0,9,4,0,6,0,Clear,sky is clear,9.91,0.0,0.0,1,433
2034,2015-09-19,4,0,9,5,0,6,0,Clear,sky is clear,9.34,0.0,0.0,1,810
2035,2015-09-19,4,0,9,6,0,6,0,Clear,sky is clear,8.95,0.0,0.0,1,1542
2036,2015-09-19,4,0,9,7,0,6,0,Clear,sky is clear,7.99,0.0,0.0,1,2416
2037,2015-09-19,4,0,9,8,0,6,0,Clear,sky is clear,9.23,0.0,0.0,1,3497
2038,2015-09-19,4,0,9,9,0,6,0,Clear,sky is clear,11.64,0.0,0.0,1,4600
2039,2015-09-19,4,0,9,10,0,6,0,Clear,sky is clear,14.05,0.0,0.0,1,4594
2040,2015-09-19,4,0,9,11,0,6,0,Clear,sky is clear,16.05,0.0,0.0,1,4587
2041,2015-09-19,4,0,9,12,0,6,0,Clear,sky is clear,17.56,0.0,0.0,1,4639
2042,2015-09-19,4,0,9,13,0,6,0,Clear,sky is clear,18.73,0.0,0.0,1,4423
2043,2015-09-19,4,0,9,14,0,6,0,Clear,sky is clear,19.64,0.0,0.0,1,4506
2044,2015-09-19,4,0,9,15,0,6,0,Clear,sky is clear,20.05,0.0,0.0,1,4325
2045,2015-09-19,4,0,9,16,0,6,0,Clear,sky is clear,20.14,0.0,0.0,1,4578
2046,2015-09-19,4,0,9,17,0,6,0,Clear,sky is clear,19.39,0.0,0.0,1,4825
2047,2015-09-19,4,0,9,18,0,6,0,Clear,sky is clear,18.64,0.0,0.0,1,3961
2048,2015-09-19,4,0,9,19,0,6,0,Clear,sky is clear,16.35,0.0,0.0,1,3552
2049,2015-09-19,4,0,9,20,0,6,0,Haze,haze,15.03,0.0,0.0,1,3260
2050,2015-09-19,4,0,9,21,0,6,0,Clear,sky is clear,13.61,0.0,0.0,1,3111
2051,2015-09-19,4,0,9,22,0,6,0,Clear,sky is clear,13.25,0.0,0.0,1,2991
2052,2015-09-19,4,0,9,23,0,6,0,Clear,sky is clear,12.43,0.0,0.0,1,2026
2053,2015-09-20,4,0,9,0,0,0,0,Clear,sky is clear,11.93,0.0,0.0,1,1529
2054,2015-09-20,4,0,9,1,0,0,0,Clear,sky is clear,11.55,0.0,0.0,1,941
2055,2015-09-20,4,0,9,2,0,0,0,Clear,sky is clear,11.41,0.0,0.0,1,743
2056,2015-09-20,4,0,9,3,0,0,0,Clear,sky is clear,10.54,0.0,0.0,1,413
2057,2015-09-20,4,0,9,4,0,0,0,Clear,sky is clear,9.62,0.0,0.0,1,367
2058,2015-09-20,4,0,9,5,0,0,0,Clear,sky is clear,9.57,0.0,0.0,1,515
2059,2015-09-20,4,0,9,6,0,0,0,Clear,sky is clear,9.65,0.0,0.0,1,882
2060,2015-09-20,4,0,9,7,0,0,0,Clear,sky is clear,10.06,0.0,0.0,1,1345
2061,2015-09-20,4,0,9,8,0,0,0,Clouds,broken clouds,10.69,0.0,0.0,75,2147
2062,2015-09-20,4,0,9,9,0,0,0,Clear,sky is clear,13.48,0.0,0.0,1,3364
2063,2015-09-20,4,0,9,10,0,0,0,Clear,sky is clear,15.59,0.0,0.0,1,4270
2064,2015-09-20,4,0,9,11,0,0,0,Clear,sky is clear,18.27,0.0,0.0,1,4219
2065,2015-09-20,4,0,9,12,0,0,0,Clear,sky is clear,19.59,0.0,0.0,1,4239
2066,2015-09-20,4,0,9,13,0,0,0,Clear,sky is clear,20.62,0.0,0.0,1,4124
2067,2015-09-20,4,0,9,14,0,0,0,Clear,sky is clear,21.43,0.0,0.0,1,4070
2068,2015-09-20,4,0,9,15,0,0,0,Clouds,scattered clouds,21.39,0.0,0.0,40,4185
2069,2015-09-20,4,0,9,16,0,0,0,Rain,light rain,21.3,0.0,0.0,1,4183
2070,2015-09-20,4,0,9,17,0,0,0,Rain,light rain,19.71,0.25,0.0,90,4054
2071,2015-09-20,4,0,9,18,0,0,0,Rain,moderate rain,17.37,1.52,0.0,90,3857
2072,2015-09-20,4,0,9,20,0,0,0,Rain,light rain,15.87,0.0,0.0,1,2588
2073,2015-09-20,4,0,9,22,0,0,0,Clear,sky is clear,15.06,0.0,0.0,1,1372
2074,2015-09-21,4,0,9,0,0,1,1,Clear,sky is clear,15.27,0.0,0.0,1,515
2075,2015-09-21,4,0,9,2,0,1,1,Clear,sky is clear,14.33,0.0,0.0,1,235
2076,2015-09-21,4,0,9,3,0,1,1,Clear,sky is clear,13.91,0.0,0.0,1,336
2077,2015-09-21,4,0,9,4,0,1,1,Clear,sky is clear,13.38,0.0,0.0,1,875
2078,2015-09-21,4,0,9,5,0,1,1,Clear,sky is clear,13.27,0.0,0.0,1,2827
2079,2015-09-21,4,0,9,6,0,1,1,Clear,sky is clear,13.41,0.0,0.0,1,5635
2080,2015-09-21,4,0,9,8,0,1,1,Clear,sky is clear,14.78,0.0,0.0,1,5917
2081,2015-09-21,4,0,9,9,0,1,1,Clear,sky is clear,16.53,0.0,0.0,1,5023
2082,2015-09-21,4,0,9,10,0,1,1,Clear,sky is clear,19.23,0.0,0.0,1,4642
2083,2015-09-21,4,0,9,12,0,1,1,Clear,sky is clear,23.55,0.0,0.0,1,4785
2084,2015-09-21,4,0,9,13,0,1,1,Clear,sky is clear,25.39,0.0,0.0,1,4779
2085,2015-09-21,4,0,9,14,0,1,1,Clear,sky is clear,26.29,0.0,0.0,1,5290
2086,2015-09-21,4,0,9,15,0,1,1,Clear,sky is clear,26.65,0.0,0.0,1,5867
2087,2015-09-21,4,0,9,16,0,1,1,Clouds,scattered clouds,26.64,0.0,0.0,40,6772
2088,2015-09-21,4,0,9,17,0,1,1,Clouds,scattered clouds,26.37,0.0,0.0,40,6057
2089,2015-09-21,4,0,9,18,0,1,1,Clear,sky is clear,25.22,0.0,0.0,1,4339
2090,2015-09-21,4,0,9,19,0,1,1,Clear,sky is clear,23.48,0.0,0.0,1,3458
2091,2015-09-21,4,0,9,20,0,1,1,Clear,sky is clear,21.81,0.0,0.0,1,2915
2092,2015-09-21,4,0,9,21,0,1,1,Clear,sky is clear,21.47,0.0,0.0,1,3165
